ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword,ctr,roi
A3229,data anlytics corse,121.0,3122.0,237.57,29.0,6.0,0.05,1796.0,,hyderabad,mobile,learn data analytics,0.038757206918641894,6.559877088858022
A3230,data analytics corse,124.0,3924.0,188.66,24.0,6.0,0.041,1472.0,2024-11-04,hyderabad,tablet,data anaytics training,0.03160040774719674,6.802395844376126
A3231,data analytcis course,108.0,4126.0,219.33,22.0,3.0,0.028,1275.0,2024-11-29,hyderabad,mobile,data analytics course,0.02617547261269995,4.813158254684722
A3232,data analytics corse,192.0,3499.0,237.83,20.0,10.0,0.043,,,hyderabad,tablet,analytics for data,0.05487282080594456,
A3233,data anlytics corse,178.0,3708.0,192.77,20.0,10.0,0.056,1292.0,,hyderbad,tablet,data analitics online,0.04800431499460626,5.702287700368315
A3234,data anlytics corse,191.0,3302.0,207.75,18.0,9.0,0.047,,,hyderabad,mobile,learn data analytics,0.05784373107207753,
A3235,data anlytics corse,147.0,3131.0,242.53,10.0,4.0,0.027210884353741496,1231.0,2024-11-18,hyderbad,desktop,data analytics course,0.04694985627595018,4.075660743000866
A3236,data anlytics corse,88.0,5145.0,242.9,16.0,10.0,0.043,1963.0,2024-11-14,hyderbad,tablet,analytics for data,0.017103984450923225,7.081515026759983
A3237,data analytcis course,92.0,5241.0,223.48,23.0,9.0,0.09782608695652174,1050.0,,hyderabad,desktop,data analitics online,0.017553901927113147,3.698407016287811
A3238,data analytcis course,148.0,4149.0,223.33,30.0,6.0,0.041,1318.0,2024-11-08,hyderbad,tablet,data analytics course,0.03567124608339359,4.9015806206062775
A3239,dataanalyticscourse,127.0,3791.0,231.06,11.0,6.0,0.047244094488188976,1351.0,,hyderabad,desktop,online data analytic,0.03350039567396465,4.846966155976803
A3240,data analytcis course,156.0,4375.0,249.33,26.0,6.0,0.038,1663.0,,hyderabad,tablet,data analytics course,0.03565714285714286,5.6698752657121085
A3241,data analytics corse,176.0,3753.0,201.76,11.0,4.0,0.023,1070.0,2024-11-07,hyderabad,mobile,data anaytics training,0.04689581667998934,4.303330689928628
A3242,data anlytics corse,145.0,4275.0,185.05,25.0,7.0,0.036,1574.0,,hyderabad,desktop,data anaytics training,0.03391812865497076,7.505809240745744
A3243,data analytics corse,136.0,4332.0,234.52,19.0,6.0,0.043,1162.0,2024-11-18,hyderabad,desktop,learn data analytics,0.03139427516158818,3.9548012962647108
A3244,data analytics corse,150.0,4001.0,219.1,25.0,6.0,0.04,1365.0,2024-11-09,hyderbad,tablet,online data analytic,0.03749062734316421,5.2300319488817895
A3245,data analytics corse,145.0,4436.0,190.63,13.0,10.0,0.069,1502.0,2024-11-21,hyderabad,tablet,data analytics course,0.032687105500450855,6.879137596390914
A3246,dataanalyticscourse,165.0,5661.0,,28.0,6.0,0.036,1848.0,2024-11-02,hyderbad,desktop,data analitics online,0.029146793852676205,
A3247,data analytcis course,183.0,5746.0,248.15,14.0,5.0,0.053,1012.0,,hyderbad,tablet,data analytics course,0.03184824225548207,3.078178521055813
A3248,data analytics corse,176.0,3906.0,214.0,29.0,4.0,0.037,1382.0,,hyderabad,tablet,online data analytic,0.04505888376856119,5.457943925233645
A3249,dataanalyticscourse,164.0,5127.0,194.76,20.0,5.0,0.03048780487804878,,,hyderbad,tablet,analytics for data,0.03198751706651063,
A3250,dataanalyticscourse,,4093.0,230.81,15.0,6.0,,1713.0,,hyderbad,desktop,data analytics course,,6.421688834972488
A3251,data analytcis course,95.0,4933.0,220.04,15.0,3.0,0.031578947368421054,1366.0,,hyderabad,mobile,data anaytics training,0.01925805797689033,5.2079621886929655
A3252,data analytcis course,83.0,5180.0,209.62,30.0,4.0,0.04819277108433735,1972.0,,hyderbad,desktop,analytics for data,0.016023166023166023,8.407499284419426
A3253,data analytics corse,91.0,4988.0,217.34,10.0,10.0,0.11,1508.0,,hydrebad,mobile,learn data analytics,0.018243785084202085,5.938437471243214
A3254,dataanalyticscourse,107.0,5510.0,216.1,14.0,8.0,0.075,1857.0,,hydrebad,mobile,online data analytic,0.019419237749546278,7.593243868579362
A3255,data anlytics corse,83.0,3187.0,,25.0,10.0,0.034,1571.0,,hyderbad,mobile,learn data analytics,0.026043300909946658,
A3256,data anlytics corse,166.0,3788.0,238.56,18.0,8.0,0.048,1657.0,,hyderabad,mobile,learn data analytics,0.04382259767687434,5.945841716968478
A3257,data analytcis course,182.0,4575.0,233.74,24.0,10.0,0.054945054945054944,1844.0,2024-11-13,hyderbad,mobile,learn data analytics,0.039781420765027324,6.88910755540344
A3258,dataanalyticscourse,188.0,4382.0,249.5,12.0,9.0,0.049,1746.0,,hyderbad,desktop,analytics for data,0.042902784116841626,5.997995991983968
A3259,data analytics corse,107.0,4605.0,230.74,17.0,7.0,0.06542056074766354,1590.0,,hyderbad,tablet,online data analytic,0.023235613463626494,5.890872843893559
A3260,data analytics corse,169.0,4857.0,194.79,18.0,7.0,0.041,1391.0,,hyderabad,mobile,data analitics online,0.03479514103355981,6.141023666512655
A3261,data anlytics corse,165.0,3150.0,190.3,18.0,3.0,0.018,1129.0,2024-11-18,hyderabad,desktop,data anaytics training,0.05238095238095238,4.932737782448765
A3262,data analytics corse,137.0,4630.0,201.14,10.0,4.0,0.029,1680.0,,hyderabad,tablet,learn data analytics,0.02958963282937365,7.352391369195586
A3263,data analytics corse,135.0,3712.0,207.14,14.0,3.0,0.048,1788.0,,hyderabad,tablet,data anaytics training,0.03636853448275862,7.631843197837212
A3264,data analytcis course,130.0,5739.0,,23.0,8.0,0.062,,,hyderbad,mobile,data analitics online,0.022652029970378115,
A3265,data anlytics corse,193.0,,230.95,26.0,8.0,0.041,1055.0,,hyderabad,desktop,data analitics online,,3.568088330807534
A3266,data analytcis course,122.0,4556.0,243.84,26.0,4.0,0.052,1164.0,,hyderbad,mobile,online data analytic,0.026777875329236173,3.7736220472440944
A3267,dataanalyticscourse,167.0,5824.0,204.18,,,,1452.0,,hydrebad,mobile,data analytics course,0.028674450549450548,6.111372318542462
A3268,data anlytics corse,145.0,5765.0,240.62,18.0,6.0,0.041,1056.0,,hyderbad,desktop,data anaytics training,0.02515177797051171,3.388662621560967
A3269,dataanalyticscourse,80.0,5653.0,228.06,19.0,8.0,0.1,1795.0,2024-11-13,hyderbad,tablet,analytics for data,0.014151777817088271,6.870735771288258
A3270,data anlytics corse,,4379.0,238.75,24.0,8.0,,,,hyderabad,mobile,data anaytics training,,
A3271,data anlytics corse,141.0,5612.0,224.45,19.0,5.0,0.03546099290780142,1150.0,,hyderabad,mobile,online data analytic,0.02512473271560941,4.123635553575406
A3272,data analytics corse,180.0,3102.0,198.37,19.0,3.0,0.016666666666666666,,2024-11-29,hyderbad,mobile,online data analytic,0.058027079303675046,
A3273,data analytcis course,196.0,5812.0,246.88,22.0,9.0,0.046,1715.0,,hyderabad,mobile,online data analytic,0.03372333103922918,5.946694750486066
A3274,data analytics corse,168.0,4904.0,219.0,22.0,5.0,0.03,1541.0,,hydrebad,tablet,online data analytic,0.03425774877650897,6.036529680365297
A3275,dataanalyticscourse,,4562.0,183.58,17.0,9.0,,1668.0,,hyderabad,desktop,data analytics course,,8.085957075934198
A3276,data anlytics corse,178.0,4708.0,237.77,14.0,10.0,0.056179775280898875,1449.0,,hydrebad,mobile,learn data analytics,0.037807986406117246,5.094124574168314
A3277,data anlytics corse,93.0,3945.0,189.53,27.0,3.0,0.032,1560.0,,hyderabad,tablet,learn data analytics,0.023574144486692015,7.230886930828893
A3278,data analytics corse,138.0,5863.0,201.19,30.0,10.0,0.072,1898.0,,hyderabad,desktop,analytics for data,0.023537438171584515,8.433868482528952
A3279,data analytics corse,143.0,4470.0,214.42,14.0,8.0,0.056,1353.0,,hydrebad,mobile,data analytics course,0.031991051454138705,5.310045704691727
A3280,data anlytics corse,,5800.0,,22.0,9.0,,1369.0,2024-11-14,hydrebad,tablet,data analytics course,,
A3281,data analytics corse,147.0,4041.0,229.19,16.0,10.0,0.055,1558.0,,hyderbad,desktop,analytics for data,0.03637713437268003,5.797853309481217
A3282,data analytics corse,101.0,3449.0,188.39,16.0,10.0,0.099,1318.0,2024-11-08,hydrebad,desktop,online data analytic,0.0292838503914178,5.9961250597165465
A3283,data analytics corse,195.0,4195.0,231.87,13.0,10.0,0.034,1834.0,,hyderabad,desktop,learn data analytics,0.04648390941597139,6.909604519774011
A3284,data anlytics corse,142.0,5365.0,237.95,17.0,10.0,0.07,1548.0,2024-11-27,hyderabad,tablet,data analitics online,0.02646784715750233,5.505568396722
A3285,dataanalyticscourse,139.0,3854.0,234.73,10.0,3.0,0.022,1802.0,,hyderabad,tablet,learn data analytics,0.036066424494032176,6.676905380650108
A3286,dataanalyticscourse,84.0,5597.0,244.39,22.0,10.0,0.11904761904761904,1685.0,,hyderbad,tablet,data anaytics training,0.015008040021440057,5.894717459797865
A3287,data analytics corse,103.0,5488.0,237.06,21.0,7.0,0.049,1874.0,,hyderbad,tablet,analytics for data,0.018768221574344022,6.905171686492872
A3288,data analytcis course,108.0,3676.0,203.45,29.0,8.0,0.074,1369.0,,hyderabad,mobile,data analitics online,0.029379760609358,5.728926026050627
A3289,data anlytics corse,171.0,4307.0,220.89,,8.0,0.038,1187.0,2024-11-01,hyderbad,tablet,data analitics online,0.03970280938007894,4.37371542396668
A3290,data anlytics corse,80.0,4204.0,226.79,14.0,3.0,0.037,1434.0,,hyderabad,tablet,data analytics course,0.019029495718363463,5.323030115966313
A3291,data analytics corse,169.0,3589.0,237.83,15.0,3.0,0.018,1754.0,2024-11-21,hyderabad,mobile,analytics for data,0.0470883254388409,6.375015767565068
A3292,data analytics corse,,3048.0,189.48,22.0,7.0,,1740.0,,hyderbad,mobile,analytics for data,,8.183027232425585
A3293,data anlytics corse,92.0,4631.0,233.3,19.0,10.0,0.109,1521.0,,hydrebad,mobile,learn data analytics,0.01986611962858994,5.519502786112302
A3294,dataanalyticscourse,189.0,5624.0,248.03,23.0,7.0,0.037,,2024-11-10,hyderabad,tablet,analytics for data,0.03360597439544808,
A3295,data analytics corse,124.0,5931.0,214.41,21.0,3.0,0.024193548387096774,1906.0,2024-11-05,hyderabad,tablet,online data analytic,0.02090709829708312,7.889510750431416
A3296,dataanalyticscourse,138.0,5891.0,247.47,14.0,7.0,0.051,1138.0,2024-11-14,hyderabad,desktop,online data analytic,0.023425564420302157,3.59853719642785
A3297,data analytics corse,186.0,5774.0,236.22,15.0,6.0,0.032,1288.0,,hyderbad,mobile,learn data analytics,0.03221337028056807,4.45254423842181
A3298,data anlytics corse,100.0,4869.0,234.37,21.0,7.0,0.07,1890.0,,hyderbad,tablet,data analitics online,0.020538098172109262,7.0641720356700946
A3299,dataanalyticscourse,151.0,5403.0,180.74,22.0,3.0,0.046,1610.0,2024-11-29,hyderabad,tablet,data analitics online,0.027947436609291134,7.907823392718822
A3300,data analytcis course,176.0,4577.0,207.98,23.0,,,1396.0,,hyderbad,tablet,data anaytics training,0.03845313524142451,5.712183863833061
A3301,data analytcis course,,3978.0,230.19,23.0,9.0,,1792.0,,hydrebad,desktop,analytics for data,,6.784873365480689
A3302,data analytcis course,141.0,4483.0,240.23,25.0,4.0,0.028,1516.0,,hyderbad,tablet,analytics for data,0.03145215257639973,5.310618990134454
A3303,data analytics corse,117.0,5754.0,228.8,,3.0,0.026,,,hyderbad,mobile,data analitics online,0.020333680917622523,
A3304,data anlytics corse,131.0,5528.0,182.38,27.0,6.0,0.046,1168.0,2024-11-03,hyderabad,desktop,analytics for data,0.02369753979739508,5.404210988046935
A3305,data analytics corse,173.0,3639.0,225.73,10.0,4.0,0.023,1804.0,,hyderbad,tablet,data analitics online,0.04754053311349272,6.991848668763567
A3306,data anlytics corse,195.0,4067.0,220.61,20.0,8.0,0.041,1767.0,,hyderabad,desktop,data analytics course,0.04794688959921318,7.009609718507773
A3307,dataanalyticscourse,126.0,3931.0,212.16,20.0,9.0,0.058,1537.0,,hyderbad,desktop,learn data analytics,0.03205291274484864,6.244532428355957
A3308,dataanalyticscourse,119.0,3602.0,191.83,26.0,3.0,0.025210084033613446,1052.0,,hyderabad,tablet,analytics for data,0.033037201554691836,4.484022311421571
A3309,data analytcis course,141.0,5663.0,237.57,16.0,3.0,0.045,1269.0,,hydrebad,tablet,data analytics course,0.024898463711813527,4.341583533274404
A3310,data analytcis course,182.0,4021.0,,24.0,7.0,0.038,1444.0,,hyderabad,tablet,online data analytic,0.045262372544143246,
A3311,data analytcis course,192.0,4551.0,223.93,22.0,10.0,0.052,1231.0,,hyderbad,desktop,data anaytics training,0.04218852999340804,4.4972536060376
A3312,dataanalyticscourse,,5123.0,231.93,18.0,9.0,,1031.0,,hyderabad,desktop,analytics for data,,3.445306773595481
A3313,data analytcis course,160.0,3816.0,207.93,27.0,9.0,0.056,1884.0,,hydrebad,mobile,analytics for data,0.041928721174004195,8.060741595729331
A3314,data analytics corse,140.0,3154.0,212.73,21.0,4.0,0.029,1024.0,2024-11-14,hyderabad,tablet,learn data analytics,0.04438807863031072,3.8136135006816154
A3315,data analytics corse,134.0,3700.0,226.57,28.0,7.0,0.056,1836.0,2024-11-04,hyderabad,tablet,data analitics online,0.036216216216216214,7.103455885598271
A3316,data anlytics corse,92.0,3963.0,219.39,22.0,10.0,0.10869565217391304,1834.0,,hyderbad,mobile,online data analytic,0.0232147363108756,7.35954236747345
A3317,data analytics corse,163.0,3978.0,232.7,25.0,9.0,0.046,1380.0,,hyderabad,desktop,data analitics online,0.04097536450477627,4.930382466695316
A3318,data analytcis course,155.0,5105.0,239.11,20.0,5.0,0.032,1009.0,,hyderabad,mobile,analytics for data,0.030362389813907934,3.219815147839906
A3319,dataanalyticscourse,194.0,3559.0,205.78,15.0,9.0,0.046,1765.0,,hyderbad,desktop,online data analytic,0.054509693734195,7.577121197395277
A3320,data anlytics corse,165.0,3005.0,239.14,23.0,6.0,0.036,1989.0,,hyderbad,tablet,learn data analytics,0.05490848585690516,7.317303671489505
A3321,data analytics corse,135.0,4740.0,235.55,24.0,4.0,0.03,1715.0,2024-11-07,hyderbad,desktop,analytics for data,0.028481012658227847,6.280832095096582
A3322,dataanalyticscourse,87.0,4379.0,209.25,29.0,10.0,0.11494252873563218,1348.0,2024-11-05,hyderabad,desktop,learn data analytics,0.019867549668874173,5.4420549581839905
A3323,data analytics corse,164.0,4151.0,219.97,30.0,9.0,0.055,,,hydrebad,desktop,online data analytic,0.03950855215610696,
A3324,data analytcis course,,3185.0,217.33,21.0,3.0,,,,hyderabad,mobile,data anaytics training,,
A3325,data anlytics corse,84.0,5652.0,191.93,30.0,8.0,0.095,1729.0,2024-11-13,hyderabad,mobile,data analitics online,0.014861995753715499,8.008492679622778
A3326,data analytics corse,158.0,4819.0,185.34,17.0,9.0,0.056962025316455694,1066.0,,hyderabad,mobile,data anaytics training,0.03278688524590164,4.751591669364411
A3327,data analytics corse,90.0,4472.0,237.16,28.0,10.0,0.059,1629.0,,hyderbad,mobile,learn data analytics,0.020125223613595707,5.868780570079271
A3328,dataanalyticscourse,197.0,3186.0,194.44,19.0,6.0,0.03,1857.0,,hydrebad,tablet,data analytics course,0.061833019460138104,8.550504011520264
A3329,data analytcis course,133.0,4241.0,197.26,25.0,9.0,0.068,1325.0,2024-11-26,hyderabad,tablet,data anaytics training,0.031360528177316674,5.717023218087803
A3330,data analytcis course,149.0,5035.0,234.52,28.0,5.0,0.034,1304.0,,hyderabad,desktop,online data analytic,0.029592850049652432,4.560293365171414
A3331,data analytcis course,197.0,5686.0,239.76,27.0,9.0,0.056,1462.0,,hyderabad,desktop,data analitics online,0.03464650017587056,5.097764431097764
A3332,data analytics corse,157.0,4062.0,223.72,24.0,8.0,0.051,,2024-11-25,hyderabad,tablet,data analitics online,0.03865091088133924,
A3333,data analytics corse,102.0,3113.0,202.77,22.0,7.0,0.069,1997.0,,hydrebad,desktop,online data analytic,0.03276582075168648,8.848596932485082
A3334,data analytics corse,175.0,3958.0,193.52,23.0,8.0,0.046,1064.0,2024-11-04,hyderabad,mobile,data analytics course,0.04421424962102072,4.498139727159983
A3335,data analytcis course,101.0,3317.0,,23.0,4.0,0.04,1716.0,,hyderbad,desktop,data analytics course,0.030449201085318057,
A3336,data analytics corse,127.0,4226.0,184.46,10.0,9.0,0.071,1427.0,2024-11-08,hydrebad,desktop,data analytics course,0.030052058684335067,6.736094546243088
A3337,dataanalyticscourse,148.0,3469.0,212.07,14.0,9.0,0.060810810810810814,1898.0,,hydrebad,tablet,data analitics online,0.04266359181320265,7.949875041259962
A3338,data anlytics corse,181.0,3859.0,246.36,22.0,9.0,0.056,1769.0,,hyderbad,mobile,online data analytic,0.046903342834931326,6.180548790388049
A3339,data anlytics corse,140.0,3389.0,183.33,28.0,6.0,0.043,1385.0,,hyderabad,mobile,online data analytic,0.041310120979640014,6.554682812414771
A3340,data analytcis course,146.0,5075.0,,13.0,9.0,0.056,1353.0,2024-11-26,hydrebad,tablet,analytics for data,0.02876847290640394,
A3341,data analytics corse,148.0,3269.0,191.73,18.0,9.0,0.061,1396.0,,hyderbad,mobile,learn data analytics,0.04527378403181401,6.281072341313306
A3342,dataanalyticscourse,101.0,4814.0,191.43,17.0,7.0,0.069,1112.0,,hyderabad,desktop,learn data analytics,0.02098047361861238,4.8089118737919865
A3343,data analytcis course,179.0,5145.0,223.04,29.0,9.0,0.05,1002.0,,hyderabad,mobile,data anaytics training,0.0347910592808552,3.492467718794835
A3344,data analytcis course,151.0,4107.0,183.81,21.0,10.0,0.066,1872.0,2024-11-11,hyderabad,desktop,data analytics course,0.03676649622595569,9.184429574016647
A3345,data analytcis course,195.0,3221.0,185.08,19.0,10.0,0.042,1905.0,,hydrebad,tablet,data analytics course,0.06054020490530891,9.292846336719256
A3346,data anlytics corse,169.0,4846.0,230.53,15.0,8.0,0.047337278106508875,1103.0,,hyderbad,mobile,data anaytics training,0.034874122988031366,3.784626729709799
A3347,data analytics corse,161.0,3160.0,229.71,17.0,3.0,0.019,1817.0,2024-11-01,hyderabad,mobile,data anaytics training,0.050949367088607596,6.909973444778198
A3348,data anlytics corse,156.0,5095.0,214.32,30.0,9.0,0.057692307692307696,1444.0,,hyderabad,mobile,data analitics online,0.030618253189401375,5.73758865248227
A3349,data anlytics corse,148.0,3957.0,,20.0,10.0,0.068,1288.0,,hyderbad,tablet,data analitics online,0.037402072276977505,
A3350,data analytcis course,126.0,4920.0,182.36,27.0,5.0,0.04,1933.0,,hyderbad,tablet,data analitics online,0.025609756097560974,9.599912261460846
A3351,dataanalyticscourse,189.0,3588.0,191.74,22.0,9.0,0.047619047619047616,1893.0,,hydrebad,desktop,data analytics course,0.052675585284280936,8.872744341295505
A3352,data analytics corse,119.0,4927.0,223.35,16.0,3.0,0.025210084033613446,1377.0,,hydrebad,mobile,data anaytics training,0.024152628374264257,5.165211551376763
A3353,dataanalyticscourse,,,200.54,30.0,5.0,0.032,,2024-11-01,hyderbad,desktop,analytics for data,,
A3354,data analytcis course,127.0,5742.0,233.98,13.0,4.0,0.031,1743.0,,hyderbad,tablet,data analytics course,0.02211772901428074,6.449354645696213
A3355,data anlytics corse,106.0,4474.0,181.48,17.0,10.0,0.094,1189.0,,hydrebad,tablet,analytics for data,0.023692445239159587,5.551686136213357
A3356,data analytcis course,119.0,4322.0,183.0,24.0,5.0,0.04201680672268908,1108.0,2024-11-06,hydrebad,mobile,data analitics online,0.02753354928273947,5.054644808743169
A3357,data analytcis course,81.0,4144.0,180.01,18.0,3.0,0.037,1648.0,,hyderbad,mobile,data analitics online,0.019546332046332045,8.155046941836565
A3358,dataanalyticscourse,152.0,5007.0,208.84,19.0,10.0,0.066,1628.0,2024-11-24,hyderabad,mobile,online data analytic,0.03035749950069902,6.795441486305306
A3359,dataanalyticscourse,153.0,5388.0,219.93,16.0,4.0,0.026,1602.0,,hyderabad,tablet,data analytics course,0.02839643652561247,6.284135861410448
A3360,data analytics corse,120.0,4229.0,244.13,20.0,9.0,0.075,1380.0,2024-11-12,hydrebad,desktop,data analytics course,0.028375502482856467,4.652726006635809
A3361,data anlytics corse,167.0,5140.0,228.32,28.0,9.0,0.051,1056.0,,hydrebad,mobile,data analitics online,0.03249027237354086,3.625087596355992
A3362,data analytcis course,116.0,5001.0,186.67,17.0,5.0,0.043,1340.0,2024-11-07,hyderabad,desktop,analytics for data,0.023195360927814438,6.178443242084962
A3363,data anlytics corse,93.0,3802.0,215.52,22.0,7.0,0.034,1513.0,2024-11-23,hyderabad,mobile,online data analytic,0.024460810099947397,6.020230141054195
A3364,dataanalyticscourse,159.0,5584.0,249.46,18.0,8.0,0.05,1176.0,2024-11-09,hyderabad,desktop,analytics for data,0.028474212034383953,3.7141826344904993
A3365,data anlytics corse,146.0,5105.0,224.77,12.0,7.0,0.038,1440.0,,hyderabad,mobile,analytics for data,0.02859941234084231,5.406548916670374
A3366,data analytcis course,136.0,5714.0,190.3,19.0,8.0,0.059,1694.0,2024-11-30,hydrebad,desktop,data anaytics training,0.023801190059502975,7.901734104046242
A3367,dataanalyticscourse,159.0,5025.0,208.68,16.0,4.0,0.051,1779.0,2024-11-21,hyderabad,mobile,online data analytic,0.03164179104477612,7.525014376078206
A3368,data anlytics corse,83.0,3781.0,220.82,11.0,4.0,0.048,1866.0,,hyderbad,mobile,data anaytics training,0.021951864586088336,7.4503215288470255
A3369,dataanalyticscourse,136.0,3318.0,215.86,20.0,8.0,0.032,1712.0,,hyderabad,tablet,data analitics online,0.040988547317661245,6.931066431946631
A3370,data analytcis course,136.0,3939.0,213.66,16.0,6.0,0.044,1708.0,,hyderabad,tablet,online data analytic,0.034526529576034526,6.99400917345315
A3371,data analytics corse,166.0,3546.0,221.99,10.0,3.0,0.018,1796.0,2024-11-12,hyderabad,desktop,learn data analytics,0.046813310772701636,7.090454524978602
A3372,data anlytics corse,192.0,5845.0,247.56,28.0,3.0,0.015625,1542.0,,hyderbad,desktop,analytics for data,0.032848588537211294,5.2287930198739705
A3373,dataanalyticscourse,,3580.0,223.48,21.0,6.0,,1555.0,2024-11-27,hyderabad,tablet,data analytics course,,5.958117057454806
A3374,data analytcis course,108.0,4019.0,199.85,25.0,8.0,0.059,1657.0,,hyderabad,tablet,learn data analytics,0.02687235630753919,7.291218413810358
A3375,data analytcis course,175.0,3345.0,185.48,23.0,9.0,0.051,1193.0,,hyderabad,desktop,data analitics online,0.052316890881913304,5.431960319171878
A3376,dataanalyticscourse,80.0,4413.0,245.4,10.0,5.0,0.062,1650.0,2024-11-03,hyderabad,mobile,data analytics course,0.018128257421255383,5.723716381418092
A3377,data analytics corse,192.0,4969.0,234.27,30.0,5.0,0.026,1627.0,,hyderabad,tablet,data analytics course,0.03863956530489032,5.944978016818201
A3378,dataanalyticscourse,85.0,5083.0,181.19,13.0,3.0,0.05,1048.0,,hyderabad,mobile,data analytics course,0.016722408026755852,4.783983663557591
A3379,data anlytics corse,91.0,4176.0,216.63,20.0,8.0,0.088,1502.0,,hydrebad,mobile,data analytics course,0.0217911877394636,5.9334810506393385
A3380,dataanalyticscourse,94.0,5389.0,220.53,11.0,10.0,0.106,1670.0,,hydrebad,mobile,data anaytics training,0.017442939320838746,6.572665850451186
A3381,data analytcis course,119.0,4653.0,224.68,,4.0,0.03361344537815126,1773.0,,hyderbad,tablet,learn data analytics,0.025574897915323448,6.891223072814669
A3382,data anlytics corse,198.0,3926.0,195.25,25.0,7.0,0.035,1060.0,2024-11-12,hyderbad,desktop,data analitics online,0.05043301069791136,4.428937259923176
A3383,data analytcis course,87.0,4154.0,232.88,13.0,3.0,0.034,1099.0,2024-11-10,hyderabad,desktop,online data analytic,0.020943668753009147,3.719168670559945
A3384,data analytcis course,101.0,3286.0,196.59,12.0,9.0,0.089,1034.0,2024-11-02,hydrebad,tablet,analytics for data,0.030736457699330495,4.25967750139885
A3385,data analytics corse,142.0,4593.0,230.69,20.0,5.0,0.035,1537.0,,hyderbad,mobile,data analytics course,0.03091661223601132,5.662620833152715
A3386,data anlytics corse,111.0,5689.0,195.94,12.0,4.0,0.036036036036036036,1377.0,2024-11-14,hyderbad,desktop,analytics for data,0.019511337669186148,6.027661529039501
A3387,data analytics corse,152.0,5040.0,238.61,30.0,9.0,0.04,1795.0,,hyderbad,desktop,data analytics course,0.03015873015873016,6.522735845102886
A3388,data analytcis course,89.0,3623.0,218.35,22.0,6.0,0.067,1311.0,,hyderabad,mobile,learn data analytics,0.02456527739442451,5.004121822761622
A3389,data anlytics corse,115.0,3999.0,216.67,16.0,6.0,0.031,1777.0,,hyderabad,mobile,data analytics course,0.02875718929732433,7.201412285964832
A3390,data analytcis course,131.0,4320.0,223.08,30.0,7.0,0.058,,,hyderbad,mobile,analytics for data,0.030324074074074073,
A3391,dataanalyticscourse,153.0,4027.0,182.11,10.0,5.0,0.033,1332.0,2024-11-28,hyderabad,tablet,learn data analytics,0.0379935435808294,6.314260611718191
A3392,data analytics corse,108.0,,208.9,10.0,,,1313.0,,hyderabad,desktop,learn data analytics,,5.285303973192915
A3393,data analytcis course,172.0,5712.0,204.06,28.0,7.0,0.034,1407.0,,hyderabad,tablet,analytics for data,0.03011204481792717,5.895030873272567
A3394,data analytics corse,118.0,5514.0,237.88,27.0,9.0,0.076,1401.0,,hyderabad,mobile,analytics for data,0.02140007254261879,4.889524129813351
A3395,data analytcis course,90.0,3776.0,186.92,19.0,4.0,0.04,1053.0,,hyderabad,tablet,learn data analytics,0.023834745762711863,4.633426064626579
A3396,data analytcis course,97.0,3370.0,236.35,20.0,7.0,0.072,,2024-11-04,hydrebad,mobile,data analytics course,0.028783382789317507,
A3397,data anlytics corse,149.0,3814.0,213.11,13.0,7.0,0.047,1057.0,,hydrebad,mobile,analytics for data,0.03906659674882013,3.9598798742433483
A3398,data analytcis course,137.0,5434.0,182.57,10.0,7.0,0.051,1852.0,,hyderbad,desktop,online data analytic,0.02521163047478837,9.144054335323439
A3399,data analytcis course,172.0,4079.0,183.05,20.0,8.0,0.047,1988.0,,hyderabad,desktop,data analytics course,0.04216719784260848,9.860420650095602
A3400,dataanalyticscourse,116.0,4252.0,180.05,18.0,8.0,0.069,1568.0,,hyderbad,desktop,online data analytic,0.027281279397930385,7.708692029991669
A3401,data analytics corse,187.0,4793.0,186.41,30.0,9.0,0.0481283422459893,1120.0,2024-11-03,hyderabad,desktop,data analytics course,0.03901523054454413,5.008261359369133
A3402,dataanalyticscourse,126.0,4140.0,193.49,19.0,,,1340.0,,hydrebad,tablet,data analytics course,0.030434782608695653,5.925422502454907
A3403,dataanalyticscourse,123.0,5844.0,201.7,12.0,6.0,0.04878048780487805,1636.0,,hyderabad,desktop,data analitics online,0.02104722792607803,7.11105602379772
A3404,data anlytics corse,132.0,5845.0,249.74,19.0,,0.05,1067.0,,hyderabad,mobile,analytics for data,0.022583404619332764,3.2724433410747173
A3405,data anlytics corse,118.0,3371.0,191.98,10.0,6.0,0.05084745762711865,1458.0,,hydrebad,mobile,learn data analytics,0.03500444971818451,6.594541098031045
A3406,data analytics corse,92.0,4853.0,189.19,23.0,9.0,0.09782608695652174,1189.0,,hyderbad,desktop,online data analytic,0.018957345971563982,5.284687351339922
A3407,data anlytics corse,100.0,5781.0,202.96,30.0,7.0,0.07,1132.0,2024-11-18,hyderabad,desktop,data anaytics training,0.01729804532087874,4.577453685455262
A3408,data analytcis course,100.0,5435.0,205.99,13.0,6.0,0.031,1607.0,,hydrebad,tablet,analytics for data,0.01839926402943882,6.801349580076702
A3409,data analytcis course,89.0,3915.0,207.63,10.0,7.0,0.07865168539325842,1454.0,2024-11-02,hyderbad,desktop,data analytics course,0.0227330779054917,6.002841593218706
